Respondent ID,Age,Gender,Favorite Toy,Play Frequency,Play Context,Toy Discovery,Seasonal Interest,Digital vs. Physical,Character Connection,New Toy Interest,Play Duration,Play Space,Purchase Decision Factors,Purchase Channels,Budget Allocation (£/yr),Advertising Impact Channels,Developmental Benefits,Brand Perceptions,Sustainability Importance,Digital Balance,Long-Term Value,Trend Awareness Sources
R308,5,Female,Barbie Doll,Less often,Mixed,Store display,Occasion-based,Digital mostly,Paw Patrol,Hot Wheels,15 mins,Living Room,"Educational (5), Interest (5), Price (4)","Tesco, Smyths",150,"In-store displays, YouTube","STEM, Fine motor skills","LEGO (Innovative), Barbie (Trusted)",Important (4),50/50 balance,Low (1),"YouTube, Parent forums"
R309,2,Female,LEGO Minecraft,Several times/week,Family play,YouTube ad,Seasonal,Mix of both,Paw Patrol,Transformers,30 mins,Bedroom,"Educational (5), Interest (5), Price (4)","Brand Website, Tesco",300,"YouTube, In-store displays","Cognitive dev., Emotional regulation","LEGO (Innovative), Barbie (Trusted)",Important (4),1hr on weekends,Medium (3),"Teachers, Instagram"
R310,3,Male,Hot Wheels,Less often,Peer play,Social media,Occasion-based,Mix of both,Mario,Transformers,15 mins,Kitchen Table,"Educational (5), Interest (5), Price (4)","Amazon, Smyths",200,"YouTube, Social media","STEM, Emotional regulation","LEGO (Innovative), Barbie (Trusted)",Important (4),1hr on weekends,High (5),"YouTube, Parent forums"
R311,8,Male,Transformers,Several times/week,Mixed,Store display,Seasonal,Digital mostly,Minions,Nintendo Switch,45 mins,Kitchen Table,"Educational (5), Interest (5), Price (4)","Smyths, Argos",200,"In-store displays, Social media","Emotional regulation, STEM","LEGO (Innovative), Barbie (Trusted)",Important (4),Timer-based play,High (5),"Parent forums, Instagram"
R312,3,Male,LOL Surprise,Weekly,Mixed,TV ad,Year-round,Mix of both,Peppa Pig,Fisher-Price Piano,1 hr,Backyard,"Educational (5), Interest (5), Price (4)","Amazon, Smyths",200,"Parent forums, Social media","Creativity, Fine motor skills","LEGO (Innovative), Barbie (Trusted)",Important (4),1hr on weekends,High (5),"Instagram, YouTube"
R313,9,Male,Transformers,Several times/week,Solo play,Gift from friend,Seasonal,Mix of both,Paw Patrol,Cocomelon Set,45 mins,Backyard,"Educational (5), Interest (5), Price (4)","Argos, Amazon",250,"TV, In-store displays","STEM, Creativity","LEGO (Innovative), Barbie (Trusted)",Not important (1),Timer-based play,High (5),"Instagram, YouTube"
R314,9,Female,Cocomelon Set,Weekly,Solo play,TV ad,Year-round,Mix of both,Paw Patrol,Hot Wheels,1 hr,Playroom,"Educational (5), Interest (5), Price (4)","Smyths, Argos",350,"In-store displays, TV","Emotional regulation, Fine motor skills","LEGO (Innovative), Barbie (Trusted)",Not important (1),No screens after 6PM,Low (1),"YouTube, Newsletters"
R315,3,Female,LEGO Minecraft,Daily,Family play,TV ad,Year-round,Mix of both,Elsa (Frozen),LEGO Minecraft,1 hr,Bedroom,"Educational (5), Interest (5), Price (4)","Smyths, Amazon",350,"YouTube, In-store displays","Fine motor skills, Emotional regulation","LEGO (Innovative), Barbie (Trusted)",Somewhat (3),1hr on weekends,Medium (3),"Newsletters, Instagram"
R316,4,Female,Transformers,Several times/week,Family play,YouTube ad,Weather-dependent,Physical only,Peppa Pig,LEGO Minecraft,1 hr,Playroom,"Educational (5), Interest (5), Price (4)","Amazon, Smyths",250,"YouTube, In-store displays","Emotional regulation, Cognitive dev.","LEGO (Innovative), Barbie (Trusted)",Somewhat (3),Timer-based play,High (5),"Instagram, Parent forums"
R317,6,Male,Transformers,Daily,Peer play,Social media,Weather-dependent,Mix of both,Peppa Pig,LEGO Minecraft,30 mins,Living Room,"Educational (5), Interest (5), Price (4)","Smyths, Amazon",350,"YouTube, Parent forums","Emotional regulation, Fine motor skills","LEGO (Innovative), Barbie (Trusted)",Not important (1),Timer-based play,High (5),"YouTube, Instagram"
R318,7,Male,Nintendo Switch,Weekly,Family play,Social media,Weather-dependent,Physical only,Paw Patrol,Hot Wheels,30 mins,Backyard,"Educational (5), Interest (5), Price (4)","Tesco, Argos",200,"Parent forums, YouTube","STEM, Emotional regulation","LEGO (Innovative), Barbie (Trusted)",Somewhat (3),Timer-based play,High (5),"Instagram, Newsletters"
R319,7,Male,Nintendo Switch,Weekly,Peer play,TV ad,Year-round,Digital mostly,Bluey,Play-Doh,1 hr,Backyard,"Educational (5), Interest (5), Price (4)","Argos, Tesco",350,"YouTube, TV","Emotional regulation, Creativity","LEGO (Innovative), Barbie (Trusted)",Not important (1),1hr on weekends,Medium (3),"Instagram, Newsletters"
R320,8,Female,LEGO Minecraft,Less often,Solo play,YouTube ad,Year-round,Mix of both,Elsa (Frozen),Play-Doh,15 mins,Playroom,"Educational (5), Interest (5), Price (4)","Brand Website, Tesco",300,"Parent forums, Social media","Emotional regulation, Cognitive dev.","LEGO (Innovative), Barbie (Trusted)",Very important (5),Timer-based play,Medium (3),"Newsletters, Parent forums"
R321,8,Female,Transformers,Several times/week,Solo play,YouTube ad,Seasonal,Mix of both,Spider-Man,Barbie Doll,30 mins,Bedroom,"Educational (5), Interest (5), Price (4)","Smyths, Tesco",150,"TV, In-store displays","Creativity, Emotional regulation","LEGO (Innovative), Barbie (Trusted)",Very important (5),No screens after 6PM,High (5),"Newsletters, Instagram"
R322,3,Male,Transformers,Less often,Peer play,Store display,Seasonal,Physical only,Peppa Pig,Nintendo Switch,45 mins,Backyard,"Educational (5), Interest (5), Price (4)","Brand Website, Argos",100,"YouTube, Social media","STEM, Cognitive dev.","LEGO (Innovative), Barbie (Trusted)",Important (4),50/50 balance,High (5),"Teachers, Newsletters"
R323,8,Female,Cocomelon Set,Less often,Peer play,Gift from friend,Weather-dependent,Mix of both,Mario,Nintendo Switch,15 mins,Playroom,"Educational (5), Interest (5), Price (4)","Argos, Smyths",350,"YouTube, Parent forums","STEM, Creativity","LEGO (Innovative), Barbie (Trusted)",Somewhat (3),1hr on weekends,Medium (3),"YouTube, Newsletters"
R324,7,Female,Hot Wheels,Weekly,Solo play,Gift from friend,Year-round,Digital mostly,Peppa Pig,Play-Doh,45 mins,Playroom,"Educational (5), Interest (5), Price (4)","Brand Website, Amazon",200,"Parent forums, In-store displays","Creativity, STEM","LEGO (Innovative), Barbie (Trusted)",Very important (5),1hr on weekends,High (5),"YouTube, Newsletters"
R325,6,Female,LEGO Minecraft,Several times/week,Solo play,Social media,Weather-dependent,Physical only,Mario,Nintendo Switch,30 mins,Backyard,"Educational (5), Interest (5), Price (4)","Smyths, Amazon",300,"YouTube, In-store displays","Cognitive dev., Emotional regulation","LEGO (Innovative), Barbie (Trusted)",Important (4),50/50 balance,Low (1),"Instagram, Teachers"
R326,5,Female,Play-Doh,Weekly,Peer play,YouTube ad,Seasonal,Digital mostly,Paw Patrol,Barbie Doll,30 mins,Backyard,"Educational (5), Interest (5), Price (4)","Amazon, Argos",300,"YouTube, TV","Creativity, Cognitive dev.","LEGO (Innovative), Barbie (Trusted)",Important (4),Timer-based play,Low (1),"Teachers, YouTube"
R327,5,Female,Play-Doh,Weekly,Mixed,Gift from friend,Occasion-based,Mix of both,Peppa Pig,Cocomelon Set,30 mins,Living Room,"Educational (5), Interest (5), Price (4)","Smyths, Tesco",200,"YouTube, TV","Creativity, Fine motor skills","LEGO (Innovative), Barbie (Trusted)",Somewhat (3),No screens after 6PM,Low (1),"Newsletters, YouTube"
R328,6,Female,Barbie Doll,Several times/week,Family play,TV ad,Year-round,Mix of both,Mario,Barbie Doll,30 mins,Living Room,"Educational (5), Interest (5), Price (4)","Amazon, Tesco",250,"Social media, YouTube","Emotional regulation, Fine motor skills","LEGO (Innovative), Barbie (Trusted)",Important (4),50/50 balance,Low (1),"Newsletters, Instagram"
R329,3,Female,Nintendo Switch,Weekly,Solo play,Gift from friend,Seasonal,Digital mostly,Minions,Nintendo Switch,45 mins,Kitchen Table,"Educational (5), Interest (5), Price (4)","Tesco, Smyths",150,"Parent forums, YouTube","STEM, Creativity","LEGO (Innovative), Barbie (Trusted)",Not important (1),No screens after 6PM,Low (1),"Teachers, Instagram"
R330,4,Female,Transformers,Less often,Solo play,Store display,Seasonal,Physical only,Sonic the Hedgehog,Hot Wheels,15 mins,Kitchen Table,"Educational (5), Interest (5), Price (4)","Amazon, Argos",100,"Parent forums, Social media","Fine motor skills, STEM","LEGO (Innovative), Barbie (Trusted)",Very important (5),1hr on weekends,Low (1),"Teachers, Newsletters"
R331,2,Male,Transformers,Weekly,Mixed,Gift from friend,Seasonal,Mix of both,Peppa Pig,Barbie Doll,1 hr,Kitchen Table,"Educational (5), Interest (5), Price (4)","Argos, Brand Website",250,"TV, Parent forums","STEM, Cognitive dev.","LEGO (Innovative), Barbie (Trusted)",Important (4),1hr on weekends,High (5),"Instagram, Parent forums"
R332,3,Female,LEGO Minecraft,Daily,Family play,Gift from friend,Year-round,Digital mostly,Bluey,Nintendo Switch,30 mins,Kitchen Table,"Educational (5), Interest (5), Price (4)","Brand Website, Smyths",350,"In-store displays, Parent forums","Cognitive dev., STEM","LEGO (Innovative), Barbie (Trusted)",Not important (1),Timer-based play,Medium (3),"Newsletters, Instagram"
R333,5,Female,Play-Doh,Weekly,Peer play,Social media,Weather-dependent,Digital mostly,Mario,Fisher-Price Piano,1 hr,Backyard,"Educational (5), Interest (5), Price (4)","Argos, Smyths",250,"TV, Parent forums","Creativity, Emotional regulation","LEGO (Innovative), Barbie (Trusted)",Very important (5),No screens after 6PM,High (5),"Instagram, Newsletters"
R334,5,Female,Barbie Doll,Daily,Family play,Social media,Seasonal,Mix of both,Paw Patrol,Fisher-Price Piano,15 mins,Kitchen Table,"Educational (5), Interest (5), Price (4)","Amazon, Smyths",200,"In-store displays, TV","Cognitive dev., STEM","LEGO (Innovative), Barbie (Trusted)",Somewhat (3),50/50 balance,Low (1),"Parent forums, Teachers"
R335,3,Male,Fisher-Price Piano,Less often,Mixed,Gift from friend,Weather-dependent,Physical only,Paw Patrol,Fisher-Price Piano,15 mins,Kitchen Table,"Educational (5), Interest (5), Price (4)","Smyths, Amazon",200,"Social media, Parent forums","Creativity, Emotional regulation","LEGO (Innovative), Barbie (Trusted)",Somewhat (3),No screens after 6PM,Medium (3),"Teachers, Instagram"
R336,6,Male,Nintendo Switch,Several times/week,Mixed,Gift from friend,Occasion-based,Physical only,Sonic the Hedgehog,Transformers,1 hr,Backyard,"Educational (5), Interest (5), Price (4)","Tesco, Brand Website",200,"Parent forums, Social media","Emotional regulation, Creativity","LEGO (Innovative), Barbie (Trusted)",Very important (5),No screens after 6PM,High (5),"Parent forums, Teachers"
R337,8,Female,Hot Wheels,Daily,Solo play,TV ad,Weather-dependent,Physical only,Spider-Man,Barbie Doll,1 hr,Living Room,"Educational (5), Interest (5), Price (4)","Smyths, Argos",100,"Social media, Parent forums","Creativity, STEM","LEGO (Innovative), Barbie (Trusted)",Not important (1),No screens after 6PM,High (5),"Parent forums, Teachers"
R338,2,Male,Fisher-Price Piano,Daily,Solo play,Social media,Seasonal,Digital mostly,Elsa (Frozen),LOL Surprise,1 hr,Playroom,"Educational (5), Interest (5), Price (4)","Brand Website, Tesco",150,"TV, Parent forums","STEM, Fine motor skills","LEGO (Innovative), Barbie (Trusted)",Not important (1),Timer-based play,High (5),"Newsletters, Teachers"
R339,3,Male,Play-Doh,Daily,Family play,YouTube ad,Weather-dependent,Physical only,Minions,Cocomelon Set,15 mins,Living Room,"Educational (5), Interest (5), Price (4)","Smyths, Brand Website",350,"Parent forums, Social media","Cognitive dev., Emotional regulation","LEGO (Innovative), Barbie (Trusted)",Somewhat (3),Timer-based play,High (5),"Newsletters, Teachers"
R340,8,Male,LOL Surprise,Weekly,Family play,Gift from friend,Occasion-based,Physical only,Mario,LEGO Minecraft,15 mins,Living Room,"Educational (5), Interest (5), Price (4)","Brand Website, Smyths",200,"YouTube, In-store displays","Fine motor skills, STEM","LEGO (Innovative), Barbie (Trusted)",Somewhat (3),No screens after 6PM,High (5),"Teachers, Instagram"
R341,2,Female,Transformers,Daily,Family play,YouTube ad,Year-round,Physical only,Mario,Nintendo Switch,15 mins,Living Room,"Educational (5), Interest (5), Price (4)","Brand Website, Amazon",200,"Parent forums, In-store displays","Creativity, Emotional regulation","LEGO (Innovative), Barbie (Trusted)",Important (4),Timer-based play,Medium (3),"YouTube, Instagram"
R342,6,Male,Play-Doh,Several times/week,Mixed,YouTube ad,Year-round,Mix of both,Mario,Play-Doh,1 hr,Kitchen Table,"Educational (5), Interest (5), Price (4)","Brand Website, Tesco",100,"In-store displays, TV","Creativity, STEM","LEGO (Innovative), Barbie (Trusted)",Not important (1),No screens after 6PM,Low (1),"Teachers, YouTube"
R343,9,Male,LOL Surprise,Daily,Family play,TV ad,Weather-dependent,Physical only,Spider-Man,Nintendo Switch,15 mins,Playroom,"Educational (5), Interest (5), Price (4)","Smyths, Amazon",350,"YouTube, In-store displays","Emotional regulation, Fine motor skills","LEGO (Innovative), Barbie (Trusted)",Not important (1),1hr on weekends,Low (1),"Parent forums, YouTube"
R344,7,Male,Nintendo Switch,Daily,Solo play,Store display,Weather-dependent,Mix of both,Paw Patrol,Transformers,1 hr,Kitchen Table,"Educational (5), Interest (5), Price (4)","Brand Website, Argos",150,"In-store displays, Social media","STEM, Creativity","LEGO (Innovative), Barbie (Trusted)",Very important (5),50/50 balance,High (5),"Teachers, Parent forums"
R345,2,Male,Play-Doh,Less often,Peer play,Social media,Year-round,Mix of both,Minions,Play-Doh,30 mins,Playroom,"Educational (5), Interest (5), Price (4)","Brand Website, Tesco",300,"TV, Social media","STEM, Fine motor skills","LEGO (Innovative), Barbie (Trusted)",Not important (1),No screens after 6PM,High (5),"YouTube, Parent forums"
R346,3,Male,Barbie Doll,Weekly,Peer play,TV ad,Weather-dependent,Physical only,Minions,LEGO Minecraft,45 mins,Kitchen Table,"Educational (5), Interest (5), Price (4)","Tesco, Amazon",150,"Parent forums, In-store displays","Fine motor skills, STEM","LEGO (Innovative), Barbie (Trusted)",Important (4),50/50 balance,Medium (3),"Instagram, YouTube"
R347,5,Male,Transformers,Less often,Family play,Store display,Year-round,Digital mostly,Minions,Play-Doh,30 mins,Bedroom,"Educational (5), Interest (5), Price (4)","Tesco, Smyths",200,"YouTube, TV","STEM, Creativity","LEGO (Innovative), Barbie (Trusted)",Somewhat (3),50/50 balance,High (5),"YouTube, Newsletters"
R348,6,Female,Transformers,Several times/week,Peer play,Store display,Weather-dependent,Mix of both,Minions,Barbie Doll,15 mins,Playroom,"Educational (5), Interest (5), Price (4)","Brand Website, Argos",250,"Parent forums, In-store displays","Creativity, Cognitive dev.","LEGO (Innovative), Barbie (Trusted)",Somewhat (3),50/50 balance,Medium (3),"Instagram, YouTube"
R349,9,Female,Play-Doh,Less often,Peer play,YouTube ad,Year-round,Physical only,Sonic the Hedgehog,Barbie Doll,15 mins,Bedroom,"Educational (5), Interest (5), Price (4)","Argos, Tesco",100,"Parent forums, Social media","Cognitive dev., Fine motor skills","LEGO (Innovative), Barbie (Trusted)",Very important (5),No screens after 6PM,High (5),"Instagram, Parent forums"
R350,2,Male,Fisher-Price Piano,Less often,Solo play,Social media,Weather-dependent,Digital mostly,Bluey,Fisher-Price Piano,1 hr,Backyard,"Educational (5), Interest (5), Price (4)","Argos, Brand Website",250,"TV, Parent forums","Cognitive dev., STEM","LEGO (Innovative), Barbie (Trusted)",Somewhat (3),50/50 balance,Low (1),"Parent forums, Newsletters"
R351,7,Female,Fisher-Price Piano,Several times/week,Mixed,Social media,Seasonal,Physical only,Spider-Man,Barbie Doll,15 mins,Living Room,"Educational (5), Interest (5), Price (4)","Brand Website, Argos",250,"TV, Parent forums","Emotional regulation, Cognitive dev.","LEGO (Innovative), Barbie (Trusted)",Not important (1),1hr on weekends,High (5),"Instagram, Parent forums"
R352,5,Female,Hot Wheels,Several times/week,Family play,Social media,Seasonal,Mix of both,Sonic the Hedgehog,Transformers,15 mins,Kitchen Table,"Educational (5), Interest (5), Price (4)","Argos, Smyths",250,"Social media, TV","STEM, Fine motor skills","LEGO (Innovative), Barbie (Trusted)",Not important (1),50/50 balance,Medium (3),"Parent forums, Newsletters"
R353,2,Male,Hot Wheels,Daily,Mixed,TV ad,Occasion-based,Digital mostly,Peppa Pig,Play-Doh,45 mins,Kitchen Table,"Educational (5), Interest (5), Price (4)","Amazon, Tesco",300,"Parent forums, YouTube","Cognitive dev., Fine motor skills","LEGO (Innovative), Barbie (Trusted)",Somewhat (3),1hr on weekends,High (5),"Newsletters, Parent forums"
R354,2,Female,LOL Surprise,Several times/week,Solo play,Gift from friend,Weather-dependent,Mix of both,Paw Patrol,Hot Wheels,15 mins,Kitchen Table,"Educational (5), Interest (5), Price (4)","Amazon, Tesco",350,"TV, Parent forums","STEM, Cognitive dev.","LEGO (Innovative), Barbie (Trusted)",Important (4),1hr on weekends,High (5),"YouTube, Parent forums"
R355,5,Female,Play-Doh,Several times/week,Mixed,TV ad,Occasion-based,Digital mostly,Minions,LOL Surprise,15 mins,Playroom,"Educational (5), Interest (5), Price (4)","Tesco, Smyths",200,"TV, YouTube","Creativity, Fine motor skills","LEGO (Innovative), Barbie (Trusted)",Not important (1),Timer-based play,High (5),"Teachers, Newsletters"
R356,7,Male,Barbie Doll,Weekly,Peer play,Social media,Weather-dependent,Physical only,Sonic the Hedgehog,Nintendo Switch,1 hr,Bedroom,"Educational (5), Interest (5), Price (4)","Argos, Tesco",150,"Parent forums, In-store displays","STEM, Cognitive dev.","LEGO (Innovative), Barbie (Trusted)",Somewhat (3),50/50 balance,Medium (3),"Parent forums, Teachers"
R357,3,Female,Hot Wheels,Weekly,Family play,YouTube ad,Weather-dependent,Mix of both,Paw Patrol,Play-Doh,30 mins,Playroom,"Educational (5), Interest (5), Price (4)","Brand Website, Argos",200,"Social media, YouTube","Cognitive dev., Creativity","LEGO (Innovative), Barbie (Trusted)",Important (4),1hr on weekends,Low (1),"Teachers, Parent forums"
R358,7,Male,Cocomelon Set,Less often,Mixed,Store display,Year-round,Mix of both,Minions,Cocomelon Set,45 mins,Bedroom,"Educational (5), Interest (5), Price (4)","Tesco, Argos",250,"Social media, Parent forums","Cognitive dev., STEM","LEGO (Innovative), Barbie (Trusted)",Somewhat (3),Timer-based play,Low (1),"Teachers, YouTube"
R359,2,Female,Barbie Doll,Daily,Peer play,Social media,Seasonal,Digital mostly,Bluey,LOL Surprise,15 mins,Kitchen Table,"Educational (5), Interest (5), Price (4)","Smyths, Amazon",250,"In-store displays, TV","Emotional regulation, Creativity","LEGO (Innovative), Barbie (Trusted)",Very important (5),1hr on weekends,Low (1),"Newsletters, YouTube"
R360,9,Female,Fisher-Price Piano,Less often,Solo play,TV ad,Weather-dependent,Mix of both,Peppa Pig,Cocomelon Set,1 hr,Kitchen Table,"Educational (5), Interest (5), Price (4)","Smyths, Amazon",150,"In-store displays, Parent forums","Cognitive dev., STEM","LEGO (Innovative), Barbie (Trusted)",Very important (5),No screens after 6PM,High (5),"Newsletters, YouTube"
R361,5,Female,Play-Doh,Weekly,Mixed,Gift from friend,Seasonal,Mix of both,Spider-Man,Nintendo Switch,1 hr,Living Room,"Educational (5), Interest (5), Price (4)","Smyths, Argos",250,"Social media, YouTube","Emotional regulation, Cognitive dev.","LEGO (Innovative), Barbie (Trusted)",Very important (5),1hr on weekends,Medium (3),"Teachers, Parent forums"
R362,3,Female,Hot Wheels,Weekly,Solo play,YouTube ad,Year-round,Physical only,Minions,Transformers,30 mins,Kitchen Table,"Educational (5), Interest (5), Price (4)","Smyths, Brand Website",100,"In-store displays, YouTube","Emotional regulation, Cognitive dev.","LEGO (Innovative), Barbie (Trusted)",Important (4),1hr on weekends,Medium (3),"Instagram, Newsletters"
R363,5,Female,LEGO Minecraft,Less often,Family play,Store display,Weather-dependent,Digital mostly,Minions,Hot Wheels,30 mins,Bedroom,"Educational (5), Interest (5), Price (4)","Brand Website, Argos",300,"Parent forums, TV","Emotional regulation, STEM","LEGO (Innovative), Barbie (Trusted)",Somewhat (3),50/50 balance,High (5),"YouTube, Parent forums"
R364,6,Female,Transformers,Several times/week,Family play,Store display,Seasonal,Digital mostly,Paw Patrol,Play-Doh,15 mins,Kitchen Table,"Educational (5), Interest (5), Price (4)","Smyths, Tesco",250,"TV, In-store displays","STEM, Creativity","LEGO (Innovative), Barbie (Trusted)",Very important (5),No screens after 6PM,Medium (3),"Instagram, Newsletters"
R365,3,Female,Fisher-Price Piano,Several times/week,Mixed,Social media,Occasion-based,Physical only,Paw Patrol,LEGO Minecraft,15 mins,Playroom,"Educational (5), Interest (5), Price (4)","Argos, Amazon",300,"Social media, YouTube","STEM, Emotional regulation","LEGO (Innovative), Barbie (Trusted)",Very important (5),Timer-based play,Medium (3),"YouTube, Teachers"
R366,8,Female,Cocomelon Set,Weekly,Family play,Gift from friend,Occasion-based,Mix of both,Mario,Play-Doh,45 mins,Kitchen Table,"Educational (5), Interest (5), Price (4)","Amazon, Brand Website",100,"Parent forums, In-store displays","Emotional regulation, Fine motor skills","LEGO (Innovative), Barbie (Trusted)",Very important (5),No screens after 6PM,Medium (3),"Parent forums, Newsletters"
R367,9,Male,Play-Doh,Daily,Solo play,YouTube ad,Weather-dependent,Digital mostly,Elsa (Frozen),Fisher-Price Piano,1 hr,Bedroom,"Educational (5), Interest (5), Price (4)","Argos, Amazon",100,"In-store displays, Social media","STEM, Creativity","LEGO (Innovative), Barbie (Trusted)",Important (4),Timer-based play,High (5),"Teachers, Instagram"
R368,4,Male,LOL Surprise,Less often,Mixed,Gift from friend,Weather-dependent,Digital mostly,Minions,Hot Wheels,30 mins,Living Room,"Educational (5), Interest (5), Price (4)","Argos, Amazon",300,"Social media, In-store displays","Cognitive dev., Creativity","LEGO (Innovative), Barbie (Trusted)",Not important (1),No screens after 6PM,High (5),"Newsletters, Teachers"
R369,9,Female,Hot Wheels,Several times/week,Peer play,Social media,Seasonal,Digital mostly,Spider-Man,LOL Surprise,30 mins,Bedroom,"Educational (5), Interest (5), Price (4)","Argos, Brand Website",300,"In-store displays, Social media","Emotional regulation, Fine motor skills","LEGO (Innovative), Barbie (Trusted)",Somewhat (3),Timer-based play,Low (1),"Parent forums, Teachers"
R370,5,Female,Play-Doh,Weekly,Solo play,TV ad,Weather-dependent,Physical only,Peppa Pig,Fisher-Price Piano,1 hr,Kitchen Table,"Educational (5), Interest (5), Price (4)","Smyths, Amazon",150,"In-store displays, YouTube","Cognitive dev., Emotional regulation","LEGO (Innovative), Barbie (Trusted)",Somewhat (3),50/50 balance,High (5),"Instagram, Teachers"
R371,5,Female,Hot Wheels,Daily,Solo play,YouTube ad,Year-round,Digital mostly,Minions,Fisher-Price Piano,15 mins,Kitchen Table,"Educational (5), Interest (5), Price (4)","Tesco, Smyths",200,"Social media, In-store displays","Emotional regulation, Cognitive dev.","LEGO (Innovative), Barbie (Trusted)",Somewhat (3),No screens after 6PM,Low (1),"Parent forums, Newsletters"
R372,5,Male,Fisher-Price Piano,Less often,Family play,Social media,Weather-dependent,Mix of both,Spider-Man,Hot Wheels,30 mins,Bedroom,"Educational (5), Interest (5), Price (4)","Brand Website, Amazon",100,"In-store displays, YouTube","Fine motor skills, Cognitive dev.","LEGO (Innovative), Barbie (Trusted)",Not important (1),50/50 balance,Low (1),"Parent forums, Teachers"
R373,4,Female,Transformers,Weekly,Mixed,YouTube ad,Seasonal,Digital mostly,Paw Patrol,LEGO Minecraft,1 hr,Bedroom,"Educational (5), Interest (5), Price (4)","Brand Website, Amazon",200,"TV, YouTube","Fine motor skills, STEM","LEGO (Innovative), Barbie (Trusted)",Very important (5),No screens after 6PM,Medium (3),"YouTube, Teachers"
R374,2,Female,Transformers,Daily,Solo play,Store display,Weather-dependent,Digital mostly,Elsa (Frozen),Hot Wheels,30 mins,Living Room,"Educational (5), Interest (5), Price (4)","Tesco, Amazon",200,"TV, Parent forums","Fine motor skills, Cognitive dev.","LEGO (Innovative), Barbie (Trusted)",Somewhat (3),No screens after 6PM,Medium (3),"Newsletters, YouTube"
R375,8,Male,Cocomelon Set,Daily,Solo play,Social media,Seasonal,Mix of both,Minions,Hot Wheels,15 mins,Playroom,"Educational (5), Interest (5), Price (4)","Amazon, Brand Website",300,"YouTube, TV","Emotional regulation, Fine motor skills","LEGO (Innovative), Barbie (Trusted)",Very important (5),50/50 balance,Medium (3),"Instagram, Newsletters"
R376,3,Female,LOL Surprise,Less often,Mixed,Social media,Seasonal,Digital mostly,Mario,Fisher-Price Piano,30 mins,Bedroom,"Educational (5), Interest (5), Price (4)","Brand Website, Argos",150,"YouTube, Parent forums","Emotional regulation, Fine motor skills","LEGO (Innovative), Barbie (Trusted)",Important (4),Timer-based play,High (5),"YouTube, Instagram"
R377,9,Male,Nintendo Switch,Weekly,Solo play,Gift from friend,Year-round,Digital mostly,Bluey,Cocomelon Set,15 mins,Playroom,"Educational (5), Interest (5), Price (4)","Smyths, Amazon",350,"TV, Parent forums","STEM, Cognitive dev.","LEGO (Innovative), Barbie (Trusted)",Somewhat (3),Timer-based play,Medium (3),"YouTube, Teachers"
R378,9,Male,Barbie Doll,Less often,Solo play,TV ad,Seasonal,Physical only,Minions,Hot Wheels,45 mins,Bedroom,"Educational (5), Interest (5), Price (4)","Smyths, Brand Website",350,"Social media, Parent forums","Cognitive dev., Fine motor skills","LEGO (Innovative), Barbie (Trusted)",Very important (5),Timer-based play,Medium (3),"Instagram, YouTube"
R379,6,Female,Fisher-Price Piano,Daily,Family play,YouTube ad,Seasonal,Mix of both,Sonic the Hedgehog,Nintendo Switch,1 hr,Living Room,"Educational (5), Interest (5), Price (4)","Tesco, Amazon",350,"Parent forums, In-store displays","STEM, Creativity","LEGO (Innovative), Barbie (Trusted)",Important (4),Timer-based play,Low (1),"Instagram, YouTube"
R380,8,Female,Transformers,Weekly,Family play,YouTube ad,Seasonal,Physical only,Bluey,Barbie Doll,30 mins,Bedroom,"Educational (5), Interest (5), Price (4)","Amazon, Smyths",350,"YouTube, TV","Emotional regulation, Fine motor skills","LEGO (Innovative), Barbie (Trusted)",Important (4),Timer-based play,Low (1),"Instagram, YouTube"
R381,9,Female,Nintendo Switch,Weekly,Solo play,Social media,Occasion-based,Mix of both,Minions,Cocomelon Set,45 mins,Playroom,"Educational (5), Interest (5), Price (4)","Brand Website, Amazon",200,"YouTube, In-store displays","Cognitive dev., STEM","LEGO (Innovative), Barbie (Trusted)",Not important (1),Timer-based play,Low (1),"Teachers, YouTube"
R382,5,Male,Transformers,Several times/week,Solo play,Store display,Occasion-based,Digital mostly,Peppa Pig,Nintendo Switch,45 mins,Living Room,"Educational (5), Interest (5), Price (4)","Smyths, Tesco",300,"Social media, In-store displays","STEM, Emotional regulation","LEGO (Innovative), Barbie (Trusted)",Not important (1),1hr on weekends,Low (1),"Newsletters, Parent forums"
R383,8,Female,Cocomelon Set,Daily,Family play,YouTube ad,Weather-dependent,Digital mostly,Mario,Fisher-Price Piano,1 hr,Bedroom,"Educational (5), Interest (5), Price (4)","Brand Website, Tesco",200,"TV, In-store displays","Creativity, STEM","LEGO (Innovative), Barbie (Trusted)",Somewhat (3),No screens after 6PM,Low (1),"Parent forums, Newsletters"
R384,2,Female,Transformers,Several times/week,Mixed,Gift from friend,Seasonal,Physical only,Elsa (Frozen),Transformers,1 hr,Backyard,"Educational (5), Interest (5), Price (4)","Argos, Tesco",300,"Social media, YouTube","Fine motor skills, STEM","LEGO (Innovative), Barbie (Trusted)",Not important (1),1hr on weekends,Low (1),"Instagram, Teachers"
